,pcd7,Large User,Total households,Population aged 65+,Females,Females aged 5-9,Females aged 65-69,Females aged 65+,Females aged 70-74,Females aged 75-79,Females aged 80-84,Females aged 85-89,Females aged 90-94,Females aged 95_99,Females aged 100+,Males,Males aged 5-9,Males aged 65-69,Males aged 65+,Males aged 70-74,Males aged 75-79,Males aged 80-84,Males aged 85-89,Males aged 90-94,Males aged 95-99,Males aged 100+,Females aged under 25,Females aged 25-44,Females aged 45-65,Males aged under 25,Males aged 25-44,Males aged 45-65,PC_Area,Target,Mean Income,Median Income,Mode Income,Lower Quartile
3432,W91QU,0,63,13,88,12,1,5,0,1,2,1,0,0,0,74,11,1,8,2,1,1,2,1,0,0,28,25,18,24,21,10,W,0,29900,24626.16822,17500,15011.31222
3433,W91QX,0,56,14,91,13,1,5,0,1,2,1,0,0,0,78,12,1,9,2,1,1,2,2,0,0,30,26,17,25,22,10,W,0,28200,23776.22378,17500,14860.58302
3434,W91QY,0,63,21,80,6,2,10,4,1,2,1,0,0,0,79,12,3,11,2,2,3,0,1,0,0,23,25,16,21,21,14,W,0,33000,27366.60929,17500,16139.79849
3435,W91QZ,0,56,20,73,6,2,9,3,1,2,1,0,0,0,77,11,3,11,2,2,3,0,1,0,0,20,26,12,20,21,14,W,0,29500,24649.77645,17500,15063.61323
3436,W91RA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,W,0,21700,19210.52632,12500,12631.57895
3437,W91RG,0,37,11,34,1,1,7,1,1,1,1,1,1,0,34,2,1,4,2,0,1,0,0,0,0,8,12,6,7,14,7,W,0,42600,36201.41343,22500,22116.47727
3438,W91RH,0,21,4,20,1,1,3,0,1,1,0,0,0,0,21,1,0,1,1,0,0,0,0,0,0,4,7,5,4,10,5,W,0,44800,37898.08917,22500,23000
3439,W91RJ,0,29,5,24,1,1,4,0,1,1,0,1,0,0,23,1,0,1,1,0,0,0,0,0,0,4,8,7,5,11,5,W,0,44100,38260.86957,22500,23778.62595
3440,W91RL,0,29,7,27,1,1,4,0,1,1,1,0,0,0,32,2,1,3,1,0,1,0,0,0,0,5,10,7,7,13,7,W,0,47200,40829.26829,22500,24958.50622
3441,W91RN,0,19,4,18,1,1,3,0,1,1,0,0,0,0,14,1,0,1,1,0,0,0,0,0,0,3,7,4,2,7,3,W,0,50800,43686.13139,32500,27364.86486
3442,W91RP,0,9,0,5,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,4,0,2,4,3,W,0,60000,53448.27586,47500,35000
3443,W91RQ,0,37,11,33,1,1,6,1,1,1,1,1,0,0,36,2,1,5,2,1,1,0,0,0,0,8,11,7,8,14,7,W,0,44900,38976.10922,22500,24346.50456
3444,W91RR,0,13,8,24,2,1,5,1,1,1,1,0,0,0,24,3,1,3,1,1,0,0,0,0,0,4,8,5,3,8,7,W,0,83200,77169.81132,110000,52196.9697
3445,W91RS,0,18,7,19,1,1,5,1,1,1,1,0,0,0,19,2,0,2,1,1,0,0,0,0,0,2,7,4,3,6,6,W,0,65600,58367.34694,110000,36764.70588
3446,W91RT,0,38,14,41,3,1,10,2,2,2,2,1,0,0,40,5,1,4,1,2,0,0,0,0,0,6,13,9,6,14,11,W,0,61400,54369.7479,47500,35463.70968
3447,W91RW,0,30,10,28,2,1,7,1,1,2,1,1,0,0,30,3,1,3,1,1,0,0,0,0,0,4,9,6,5,10,9,W,0,53800,46780.4878,32500,29553.99061
3448,W91RX,0,7,1,9,1,0,0,0,0,0,0,0,0,0,10,1,1,1,0,0,0,0,0,0,0,0,5,3,2,4,2,W,1,79300,72352.94118,110000,49078.94737
3449,W91RY,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,W,1,64200,57500,42500,37500
3450,W91SD,0,22,5,24,1,2,3,1,0,0,0,0,0,0,22,1,1,2,1,0,0,0,0,0,0,4,11,5,3,12,4,W,0,62900,55937.5,47500,36277.37226
3451,W91SE,0,18,5,20,2,0,4,0,1,1,1,1,0,0,17,2,1,1,0,0,0,0,0,0,0,2,8,4,5,7,2,W,0,66000,58834.95146,110000,38190.47619
3452,W91SF,0,65,21,75,6,2,13,1,2,3,3,2,0,0,72,8,3,8,1,1,1,1,1,0,0,11,28,17,20,26,10,W,0,64300,56901.40845,110000,35774.27822
3453,W91SG,0,62,19,71,6,2,13,1,2,3,3,2,0,0,61,7,2,6,1,1,1,1,0,0,0,9,26,17,16,24,8,W,0,59200,51370.0565,32500,31711.49144
3454,W91SP,0,60,19,72,7,4,11,2,1,1,1,1,0,1,62,3,2,8,2,2,1,1,0,0,0,15,25,14,12,23,16,W,0,61900,54483.24022,42500,34682.53968
3455,W91SQ,0,44,12,44,2,3,6,1,1,1,0,0,0,0,46,2,3,6,2,1,0,0,0,0,0,7,20,9,8,23,7,W,0,69100,61937.5,110000,39978.81356
3456,W91SS,0,18,6,15,0,1,2,1,0,0,0,0,0,0,26,1,1,4,2,1,0,0,0,0,0,3,8,2,7,13,1,W,0,56900,49793.38843,32500,31547.61905
3457,W91ST,0,14,3,8,0,0,0,0,0,0,0,0,0,0,18,1,1,3,1,1,0,0,0,0,0,1,5,2,4,9,1,W,0,61800,54882.35294,42500,35170.45455
3458,W91SZ,0,22,5,17,1,1,1,0,0,0,0,0,0,0,27,1,1,4,2,1,0,0,0,0,0,3,8,4,7,12,3,W,0,52500,46059.60265,32500,28955.6962
3459,W91TA,0,38,12,43,3,2,4,0,0,1,0,1,0,0,55,5,1,8,2,1,1,1,1,1,0,9,14,13,11,16,15,W,0,65600,58310.18519,110000,37656.25
3460,W91TB,0,38,9,44,2,1,5,1,0,1,1,1,0,0,47,5,0,4,1,1,0,1,1,0,0,10,15,12,9,15,14,W,0,59300,51986.60714,32500,32510.04016
3461,W91TD,0,50,46,32,1,7,24,6,3,4,3,1,0,0,31,0,4,22,5,5,3,4,1,0,0,0,0,7,1,2,6,W,1,15100,12901.37615,7500,8215.843023
3462,W91TE,0,60,54,35,0,8,29,7,4,5,4,1,0,0,34,0,4,25,6,6,4,4,1,0,0,0,0,6,1,1,7,W,1,14300,12570.35647,7500,8022.170362
3463,W91TF,0,60,56,37,0,8,30,7,4,5,4,1,1,0,35,0,4,26,6,6,4,4,1,1,0,0,0,7,1,1,7,W,1,14200,12326.60782,7500,7843.803056
3464,W91TG,0,60,54,35,0,8,29,7,4,5,4,1,0,0,34,0,4,25,6,6,4,4,1,0,0,0,0,6,1,1,7,W,1,17500,14347.52268,12500,9093.50464
3465,W91TH,0,38,11,48,4,3,7,2,0,1,1,0,0,0,40,1,1,4,1,1,1,0,0,0,0,11,16,10,8,16,11,W,0,64100,57045.45455,110000,37056.27706
3466,W91TJ,0,46,13,57,6,4,7,2,0,1,0,0,0,0,50,2,1,6,2,1,1,1,0,0,0,12,20,12,9,19,14,W,0,58500,51382.97872,42500,32811.5016
3467,W91TP,0,5,1,4,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,1,3,0,2,4,0,W,0,62800,55666.66667,47500,36969.69697
3468,W91TQ,0,23,9,41,4,2,5,1,0,1,1,0,0,0,32,1,1,4,1,1,1,0,0,0,0,10,14,8,6,13,8,W,0,73500,66743.11927,110000,43842.97521
3469,W91TS,0,30,8,26,1,1,2,1,0,0,0,0,0,0,46,2,2,6,3,1,0,0,0,0,0,4,13,6,11,21,6,W,0,62500,55113.63636,47500,36128.20513
3470,W91UA,0,49,25,64,2,3,16,3,5,2,2,0,1,0,54,1,2,9,2,2,2,1,0,0,0,7,23,16,10,21,13,W,0,59000,51466.66667,42500,33047.33728
3471,W91UB,0,9,1,8,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,3,3,1,4,1,W,0,41200,34220.77922,17500,20666.66667
3472,W91UD,0,22,8,17,1,1,4,1,1,1,0,0,0,0,17,1,1,4,1,1,1,0,0,0,0,2,5,5,3,5,4,W,0,40100,34532.0197,22500,21502.24215
3473,W91UE,0,22,8,17,1,1,4,1,1,1,0,0,0,0,17,1,1,4,1,1,1,0,0,0,0,2,5,5,2,6,4,W,0,46000,40181.81818,32500,25213.90374
3474,W91UF,0,23,8,17,1,1,4,1,1,1,0,0,0,0,18,1,1,4,1,1,1,0,0,0,0,2,5,5,2,7,4,W,0,41600,36162.16216,22500,22466.06335
3475,W91UG,0,23,9,20,1,1,5,1,2,1,0,0,0,0,18,1,1,4,1,1,1,0,0,0,0,2,7,5,2,7,4,W,0,47000,41293.10345,32500,26047.12042
3476,W91UH,0,22,7,17,1,1,4,1,1,1,0,0,0,0,15,1,1,3,0,1,1,0,0,0,0,2,5,5,2,5,4,W,0,45800,40149.7006,32500,25370.37037
3477,W91UJ,0,22,8,19,1,1,4,1,1,1,0,0,0,0,19,1,1,4,1,1,1,0,0,0,0,2,7,5,3,7,4,W,0,45900,40325.44379,32500,25582.01058
3478,W91UL,0,11,1,8,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,3,3,0,4,1,W,0,43200,36845.2381,22500,22475.72816
3479,W91UN,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,W,0,43200,38076.92308,27500,24444.44444
3480,W91UQ,0,22,7,16,1,1,4,1,1,1,0,0,0,0,15,1,1,3,0,1,1,0,0,0,0,2,5,4,2,5,4,W,0,44700,38720.93023,22500,23979.59184
3481,W91UR,0,40,15,68,5,4,10,1,1,2,1,1,0,0,65,3,0,5,2,1,1,1,0,0,0,21,17,15,28,14,15,W,0,48200,41925.67568,32500,26276.92308
3482,W91UT,0,40,12,60,5,4,9,1,1,1,1,1,0,0,53,2,1,3,1,1,0,0,0,0,0,17,16,13,25,11,12,W,0,40500,33965.51724,17500,20607.94045
3483,W92AA,0,23,8,29,1,1,4,3,0,0,0,0,0,0,28,2,3,4,1,0,0,0,0,0,0,6,9,9,5,11,6,W,0,35800,30558.13953,17500,18970.58824
3484,W92AB,0,75,11,71,3,5,8,1,1,1,0,0,0,0,67,4,1,3,1,1,0,0,0,0,0,15,30,15,15,29,16,W,0,30800,26382.06388,17500,16706.27376
3485,W92AE,0,36,29,65,4,4,15,4,2,2,2,1,0,0,65,9,4,14,4,2,3,1,0,0,0,14,18,14,17,12,13,W,0,37000,32381.6156,22500,20745.72127
3486,W92AF,0,18,5,22,1,1,3,1,0,1,0,0,0,0,23,1,1,2,1,0,0,0,0,0,0,4,8,6,6,8,6,W,0,45800,38880,17500,22712.4183
3487,W92AH,0,71,14,76,4,0,6,4,0,2,0,0,0,0,79,2,3,8,2,1,1,1,0,0,0,16,25,25,16,28,25,W,0,30700,25984.04255,17500,16364.54183
3488,W92AJ,0,18,5,23,3,0,3,1,0,1,1,0,0,0,20,2,0,2,1,1,0,0,0,0,0,5,5,7,4,5,7,W,0,30300,24453.125,12500,14116.46586
3489,W92AL,0,5,0,5,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,W,0,36600,32692.30769,22500,21315.78947
3490,W92AN,0,28,4,31,2,1,2,1,0,0,0,0,0,0,36,3,1,2,0,0,1,0,0,0,0,6,13,8,7,16,8,W,0,44100,37914.79821,22500,23613.28125
3491,W92AP,0,13,4,17,1,1,2,1,0,0,0,0,0,0,19,2,1,2,0,0,1,0,0,0,0,4,6,4,3,8,4,W,0,40100,34462.80992,22500,21578.94737
3492,W92AR,0,33,6,52,5,1,4,1,1,0,1,0,0,0,58,6,1,2,0,0,1,0,0,0,0,12,14,17,17,17,16,W,0,44800,38689.51613,22500,23442.90657
3493,W92AT,0,36,22,49,3,3,11,3,2,1,2,0,0,0,51,8,3,11,3,2,2,1,0,0,0,11,14,10,12,11,9,W,0,28000,23433.01435,12500,13929.96109
3494,W92AU,0,32,5,31,3,1,3,1,1,0,0,0,0,0,32,3,1,2,0,0,1,0,0,0,0,7,8,10,9,9,9,W,0,33200,28262.19512,17500,17401.47783
3495,W92AW,0,28,4,33,2,0,2,1,1,0,0,0,0,0,39,4,1,2,0,0,1,0,0,0,0,6,15,8,8,17,8,W,0,46100,39587.15596,22500,24651.63934
3496,W92AX,0,55,7,59,5,2,6,1,2,0,1,0,0,0,62,6,1,1,0,0,0,0,0,0,0,13,16,19,20,19,16,W,0,35800,30735.29412,17500,18895.89905
3497,W92AY,0,9,2,17,1,1,2,1,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,4,4,6,6,6,5,W,0,31800,26875,17500,16239.31624
3498,W92BA,0,35,18,65,3,0,9,3,1,2,1,1,1,0,66,4,1,9,2,1,3,2,0,0,0,13,19,21,17,20,16,W,0,32100,27347.22222,17500,16869.56522
3499,W92BD,0,41,2,50,3,0,1,0,0,0,0,1,0,0,41,4,0,1,1,0,0,0,0,0,0,12,15,19,14,11,11,W,0,30800,25775.86207,17500,15684.68468
3500,W92BE,0,15,2,23,1,1,1,0,0,0,0,0,0,0,31,2,0,1,1,0,0,0,0,0,0,7,9,5,4,14,10,W,0,31400,27529.06977,17500,17756.09756
3501,W92BF,0,8,4,10,1,1,2,1,0,0,0,0,0,0,11,1,1,2,0,0,1,0,0,0,0,1,2,4,2,2,4,W,0,55200,49224.13793,32500,32118.64407
3502,W92BJ,0,38,8,65,4,2,6,1,1,1,0,1,0,0,62,8,1,2,1,0,0,0,0,0,0,21,23,11,16,21,15,W,0,37700,31766.56151,17500,18571.42857
3503,W92BP,0,62,12,66,4,3,9,1,1,1,1,1,1,0,60,3,1,3,1,1,0,0,0,0,0,12,28,13,12,28,14,W,0,37900,32460.03552,17500,19866.46884
3504,W92BS,0,81,14,67,4,3,6,2,1,0,0,0,0,0,74,7,5,8,1,1,1,0,0,0,0,10,29,18,15,26,18,W,0,46100,40008.4317,22500,24796.80697
3505,W92BT,0,149,16,153,12,2,9,2,1,1,3,0,0,0,145,6,1,7,1,2,1,1,1,0,0,26,80,26,27,81,24,W,0,42300,36380.34188,22500,22434.72124
3506,W92BU,0,14,2,13,1,1,1,0,0,0,0,0,0,0,14,1,1,1,0,0,0,0,0,0,0,2,5,4,2,6,4,W,0,42900,38025.21008,32500,24341.08527
3507,W92BW,0,76,8,84,1,1,3,1,1,0,0,0,0,0,80,2,0,5,1,1,1,1,1,0,0,10,46,24,12,42,19,W,0,37800,33150.86782,22500,21078.78788
3508,W92BX,0,60,22,39,1,3,11,3,2,1,2,0,0,0,35,1,3,11,3,2,2,1,0,0,0,4,12,11,4,10,9,W,0,12600,11247.72313,7500,7267.937782
3509,W92BY,0,31,7,42,3,2,4,1,1,0,0,0,0,0,43,4,3,3,0,0,0,0,0,0,0,5,18,12,10,16,10,W,1,35000,29429.06574,17500,17418.03279
3510,W92DA,0,23,5,22,0,1,3,1,0,0,1,0,0,0,26,2,1,2,0,0,1,0,0,0,0,3,11,5,5,14,3,W,0,54100,47052.98013,32500,29119.49686
3511,W92DB,0,36,8,40,1,1,4,2,1,0,0,0,0,0,41,4,2,4,1,1,0,0,0,0,0,9,15,11,8,18,7,W,0,30000,25558.44156,17500,16153.10078
3512,W92DD,0,84,21,90,2,3,12,5,2,1,1,0,0,0,95,10,5,9,1,1,1,1,0,0,0,19,34,23,20,38,18,W,0,33100,27807.32861,17500,17068.80734
3513,W92DE,0,52,13,57,4,4,8,3,1,0,0,0,0,0,62,4,3,5,1,1,0,0,0,0,0,11,21,13,11,25,17,W,0,48100,41608.57909,32500,25645.93301
3514,W92DF,0,5,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,3,0,1,4,1,W,0,42400,36625,22500,22812.5
3515,W92DG,0,56,10,55,3,3,7,2,2,0,0,0,0,0,58,4,2,3,1,0,0,0,0,0,0,10,23,12,10,26,15,W,0,42800,37136.56388,22500,23267.04545
3516,W92DH,0,53,8,64,5,3,4,0,0,0,1,0,0,0,69,4,2,4,1,1,0,0,0,0,0,20,21,14,15,38,8,W,0,50500,43992.34694,32500,27781.86275
3517,W92DL,0,13,3,11,1,1,1,0,0,0,0,0,0,0,15,1,0,2,0,0,1,0,1,0,0,2,4,3,2,6,4,W,0,24200,21063.82979,17500,13761.46789
3518,W92DN,0,29,3,30,2,1,3,2,0,0,0,0,0,0,30,2,0,0,0,0,0,0,0,0,0,5,14,6,5,17,6,W,0,43500,37941.17647,22500,23932.58427
3519,W92DP,0,18,5,16,1,1,2,1,0,0,0,0,0,0,18,1,1,3,0,0,1,0,1,0,0,4,6,3,2,8,4,W,0,38200,33770.94972,22500,21632.12435
3520,W92DQ,0,7,1,14,1,1,1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,4,4,4,3,8,1,W,0,29200,25066.66667,17500,15792.07921
3521,W92DR,0,32,4,36,3,2,3,0,0,0,1,0,0,0,33,2,1,1,0,0,0,0,0,0,0,10,12,8,7,20,3,W,0,43500,37976.6537,22500,23676.97595
3522,W92DS,0,39,3,40,4,1,2,1,0,0,0,0,0,0,45,1,1,1,0,0,0,0,0,0,0,7,19,8,9,28,6,W,0,50400,43976.10922,32500,28019.80198
3523,W92DT,0,23,3,26,2,1,2,1,0,0,0,0,0,0,28,1,1,1,0,0,0,0,0,0,0,5,12,5,5,16,5,W,0,32600,27586.95652,17500,16807.43243
3524,W92DU,0,96,21,87,5,3,9,2,1,1,1,1,0,0,111,3,2,12,4,2,2,1,1,0,0,19,37,17,21,49,26,W,0,37000,31856.35359,17500,19803.73832
3525,W92DX,0,22,2,21,1,1,1,0,0,0,0,0,0,0,20,1,1,1,0,0,0,0,0,0,0,7,8,4,4,12,2,W,0,37800,32630.33175,22500,20500
3526,W92DY,0,22,2,17,1,1,1,0,0,0,0,0,0,0,20,2,0,1,0,0,1,0,0,0,0,4,7,4,3,10,4,W,0,39900,34482.75862,22500,21495.53571
3527,W92DZ,0,17,0,15,1,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,3,7,4,2,8,4,W,0,41700,35201.6129,17500,20962.73292
3528,W92ED,0,16,2,14,1,0,1,1,0,0,0,0,0,0,16,1,1,1,0,0,0,0,0,0,0,3,5,4,3,7,4,W,0,35700,31103.8961,17500,19456.52174
3529,W92EE,0,13,3,16,2,1,2,1,0,0,0,0,0,0,16,1,1,1,0,0,0,0,0,0,0,3,5,4,3,7,4,W,0,72500,65583.33333,110000,42391.30435
3530,W92EG,0,18,2,17,1,1,2,1,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,2,8,4,3,10,4,W,0,39100,33684.21053,22500,21184.21053
3531,W92EH,0,29,2,29,1,0,1,1,0,0,0,0,0,0,31,1,1,1,0,0,0,0,0,0,0,6,16,5,5,18,6,W,0,36900,31721.61172,17500,19692.30769
3532,W92EL,0,107,32,108,6,8,18,3,3,3,1,0,0,0,116,4,2,14,3,3,2,2,1,1,0,18,45,21,19,56,23,W,0,47600,41417.72152,32500,25887.37201
3533,W92EN,0,9,4,10,1,1,2,1,0,0,0,0,0,0,23,0,2,2,0,0,0,0,0,0,0,1,5,1,2,14,5,W,0,31500,26684.78261,17500,16475.40984
3534,W92EP,0,90,13,80,4,5,9,2,1,1,0,0,0,0,85,1,2,4,1,1,0,0,0,0,0,13,35,19,13,49,18,W,0,37200,32296.81979,17500,20046.34398
3535,W92EQ,0,78,15,75,5,3,11,4,1,0,1,1,1,0,82,7,0,4,1,1,0,2,0,0,0,12,34,13,15,42,14,W,0,46700,40755.20833,32500,25378.67079
3536,W92EU,0,46,9,45,4,2,4,0,0,2,0,0,0,0,56,1,3,5,1,1,0,0,0,0,0,9,17,11,15,19,16,W,0,34800,29549.26625,17500,18453.42707
3537,W92EW,0,38,6,29,2,1,4,1,1,1,0,0,0,0,29,1,1,2,0,0,1,0,0,0,0,5,12,6,3,16,7,W,0,54700,48534.79853,32500,31501.76678
3538,W92HA,0,37,10,40,2,2,5,2,1,0,0,0,0,0,41,4,2,5,1,1,1,0,0,0,0,8,13,12,8,15,9,W,0,39600,34191.17647,22500,21196.80851
3539,W92HB,0,37,7,36,1,1,4,2,1,0,0,0,0,0,37,4,2,3,1,0,0,0,0,0,0,7,14,10,7,16,7,W,0,45400,38989.3617,22500,23892.30769
3540,W92HD,0,105,23,90,1,4,12,2,1,1,4,0,0,0,114,8,3,11,2,1,2,1,1,1,0,13,46,18,18,62,15,W,0,47900,41818.76607,32500,26172.33294
3541,W92HE,0,107,13,105,5,2,5,2,0,0,1,0,0,0,111,8,3,8,1,3,1,0,0,0,0,23,50,22,22,54,19,W,0,42400,37009.13242,22500,23257.65054
3542,W92HF,0,90,9,82,11,3,4,0,1,0,0,0,0,0,69,7,4,5,0,1,0,0,0,0,0,17,32,18,19,27,11,W,0,39700,34270.33493,22500,21352.23555
3543,W92HG,0,68,11,74,4,2,4,0,1,1,0,0,0,0,84,5,5,7,1,1,0,0,0,0,0,14,34,18,14,50,8,W,0,44700,39189.18919,32500,24782.97162
3544,W92HH,0,13,3,23,1,1,2,1,0,0,0,0,0,0,22,2,1,1,0,0,0,0,0,0,0,4,10,6,4,11,4,W,1,47400,41902.17391,22500,25350
3545,W92HP,0,78,14,56,3,4,8,2,1,1,0,0,0,0,85,4,2,6,2,1,1,0,0,0,0,11,24,10,16,42,17,W,1,38700,33883.75165,22500,21498.78641
3546,W92HQ,0,125,17,124,9,5,11,2,1,1,1,1,0,0,143,4,1,6,1,1,0,2,1,0,0,20,61,23,29,83,21,W,0,43100,37841.34615,22500,24001.72861
3547,W92HT,0,18,4,17,1,1,2,1,0,0,0,0,0,0,21,1,1,2,1,0,0,0,0,0,0,3,7,4,3,9,6,W,0,42000,36428.57143,22500,22873.56322
3548,W92HU,0,57,10,58,3,2,6,1,1,0,1,1,0,0,63,5,1,4,0,1,1,0,1,0,0,12,23,14,12,29,13,W,0,46300,40500,32500,25785.71429
3549,W92JA,0,21,2,21,1,1,1,0,0,0,0,0,0,0,22,1,1,1,0,0,0,0,0,0,0,4,9,6,4,14,2,W,0,42900,37368.42105,22500,23443.87755
3550,W92JB,0,35,8,62,8,2,3,1,0,0,0,0,0,0,55,5,4,5,0,1,0,0,0,0,0,14,23,14,15,21,9,W,0,36700,31219.5122,17500,19357.68262
3551,W92JD,0,81,22,84,4,6,14,5,2,0,1,0,0,0,99,5,0,8,6,1,1,0,0,0,0,14,36,16,15,34,37,W,0,42200,36082.80255,22500,22158.50515
3552,W92JE,0,51,20,56,3,5,13,4,2,0,1,1,0,0,58,4,1,7,3,2,0,0,1,0,0,10,19,11,11,18,18,W,0,72000,64810.34483,110000,43070.17544
3553,W92JF,0,30,9,34,2,2,6,1,1,1,1,0,0,0,28,1,1,3,1,1,0,0,0,0,0,5,14,7,5,11,8,W,0,68900,61737.80488,110000,39750
3554,W92JG,0,43,14,47,2,4,8,3,1,0,0,0,0,0,42,3,1,6,2,3,0,0,0,0,0,6,17,14,7,15,11,W,0,61700,54511.71875,42500,34589.55224
3555,W92JH,0,37,6,66,9,2,2,0,0,0,0,0,0,0,62,6,3,4,0,1,0,0,0,0,0,14,27,14,15,26,11,W,0,37300,31430.76923,17500,18930.28846
3556,W92JJ,0,12,2,18,1,1,2,0,1,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,4,6,5,6,4,5,W,0,23400,19554.45545,12500,12314.81481
3557,W92JL,0,73,8,63,3,2,3,1,0,0,0,0,0,0,68,4,2,5,1,1,1,0,0,0,0,13,30,14,14,33,12,W,1,31100,26285.90078,17500,16466.53543
3558,W92JN,0,47,29,72,5,5,19,4,2,5,1,1,1,0,63,5,2,10,2,5,1,0,0,0,0,17,17,14,17,18,13,W,0,35100,29955.25727,17500,17912.08791
3559,W92JP,0,21,5,18,1,1,3,1,1,0,0,0,0,0,21,1,1,2,1,0,0,0,0,0,0,3,6,5,3,9,6,W,0,44800,39597.70115,32500,25270.27027
3560,W92JQ,0,56,11,60,1,2,5,3,0,0,0,0,0,0,67,2,1,6,5,0,0,0,0,0,0,12,29,13,12,32,15,W,0,65400,58245.34161,110000,37831.3253
3561,W92JR,0,54,37,91,6,7,23,5,2,7,1,1,0,0,81,6,2,14,3,7,1,0,1,0,0,25,23,14,21,26,14,W,0,34800,28708.08679,17500,17135.33835
3562,W92JS,0,47,9,40,2,1,4,2,1,0,0,0,0,0,44,2,1,5,3,1,0,0,0,0,0,7,17,10,8,18,11,W,0,50200,43454.8105,32500,27226.77596
3563,W92JX,0,29,10,23,1,2,6,1,1,2,0,0,0,0,22,1,1,4,1,2,0,0,0,0,0,4,7,5,4,7,6,W,0,17700,14258.20257,12500,9062.95754
3564,W92JY,0,46,10,43,2,2,6,1,1,1,1,0,0,0,47,1,1,4,1,1,1,0,0,0,0,9,18,8,12,20,10,W,0,47300,41600.56657,32500,26426.70157
3565,W92JZ,0,29,13,50,2,4,7,1,1,0,1,0,0,0,46,2,1,6,2,2,0,1,0,0,0,12,14,15,13,15,10,W,0,28300,23194.84241,17500,14091.98113
3566,W92LA,0,29,3,28,2,1,1,0,0,0,0,0,0,0,31,1,1,2,0,0,1,0,0,0,0,4,15,6,2,20,6,W,0,54200,47671.56863,32500,30616.43836
3567,W92LB,0,29,4,28,2,2,3,0,0,1,0,0,0,0,27,0,1,1,0,0,0,0,0,0,0,4,13,6,3,17,6,W,0,57200,49869.10995,32500,31361.38614
3568,W92LE,0,39,6,41,1,0,3,1,1,1,0,0,0,0,43,2,1,3,1,0,1,0,0,0,0,9,21,7,5,27,6,W,0,64200,56914.41441,110000,36673.72881
3569,W92LF,0,49,6,46,1,0,3,1,1,0,1,0,0,0,49,2,2,3,0,0,1,0,0,0,0,10,24,8,6,31,7,W,0,63200,55909.09091,110000,35683.33333
3570,W92LH,0,55,17,58,6,5,7,2,0,0,0,0,0,0,71,1,2,10,2,1,3,1,0,1,0,6,18,21,16,29,15,W,0,64900,57634.92063,110000,37348.48485
3571,W92LJ,0,55,12,44,5,3,6,2,0,0,1,0,0,0,58,1,2,6,1,1,2,0,0,0,0,4,14,15,12,25,14,W,0,58700,51052.63158,32500,32029.56989
3572,W92LL,0,54,18,56,4,2,8,1,1,3,0,0,1,0,55,1,3,10,0,1,1,3,1,1,0,9,24,11,6,28,10,W,0,58400,51715.54252,42500,33468.83469
3573,W92LR,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,W,0,61200,56428.57143,42500,40625
3574,W92LS,0,21,1,20,1,1,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,10,5,3,13,5,W,0,57100,49930.55556,32500,32013.42282
3575,W92LT,0,29,8,31,2,1,5,2,1,1,0,0,0,0,30,4,1,3,1,1,0,0,0,0,0,6,13,5,3,11,9,W,0,60200,52982.95455,42500,33848.16754
3576,W92LU,0,23,6,28,2,1,4,1,1,1,0,0,0,0,22,3,1,2,0,1,0,0,0,0,0,5,12,5,2,9,6,W,0,56700,50035.21127,32500,31906.25
3577,W92LW,0,24,4,17,1,1,2,0,0,1,0,0,0,0,16,0,1,2,0,0,0,1,0,0,0,3,8,3,2,10,2,W,0,26000,21615.38462,17500,13791.77378
3578,W92LX,0,20,4,20,1,1,3,1,0,1,0,0,0,0,20,3,1,1,0,0,0,0,0,0,0,3,9,4,2,9,5,W,0,56300,49718.30986,42500,32344.82759
3579,W92LY,0,34,9,37,3,2,6,2,1,1,0,0,0,0,39,5,1,3,1,1,0,0,0,0,0,5,18,5,5,16,10,W,0,51000,43868.31276,32500,27318.00766
3580,W92LZ,0,5,1,8,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,1,0,0,0,0,0,1,5,2,0,5,1,W,0,70700,63571.42857,110000,41785.71429
