,Postcode,PC_Area,Target,Population aged 65+,Females aged 65-69,Females aged 65+,Females aged 70-74,Females aged 75-79,Females aged 80-84,Females aged 85-89,Females aged 90-94,Females aged 95_99,Females aged 100+,Males aged 65-69,Males aged 65+,Males aged 70-74,Males aged 75-79,Males aged 80-84,Males aged 85-89,Males aged 90-94,Males aged 95-99,Males aged 100+,Females aged under 25,Females aged 25-44,Females aged 45-65,Males aged under 25,Males aged 25-44,Males aged 45-65,Mean Income,Median Income,Mode Income,Lower Quartile
4249,W1H7NF,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,43900,38823.52941,22500,24722.22222
4250,W1H7NG,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,40100,35576.92308,22500,22833.33333
4251,W1H7NJ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,31300,27391.30435,17500,17592.59259
4252,W1H7NQ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,58700,51666.66667,32500,32307.69231
4253,W1H7NR,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,39400,34750,22500,22380.95238
4254,W1H7NS,W,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,2,8,4,50200,44466.66667,32500,28200
4255,W1H7NW,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,27400,23750,17500,15468.75
4256,W1H7NX,W,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,29700,25869.56522,17500,16724.13793
4257,W1H7NZ,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,57600,47500,17500,26153.84615
4258,W1H7PF,W,0,8,1,1,0,0,0,0,0,0,0,2,7,0,1,2,1,1,0,0,3,5,3,5,13,5,67700,60482.45614,110000,38793.10345
4259,W1H7PP,W,0,7,1,3,1,1,0,0,0,0,0,1,4,1,1,1,0,0,0,0,6,8,4,5,11,4,57700,51095.50562,42500,33153.84615
4260,W1H7PZ,W,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,65800,58333.33333,47500,38333.33333
4261,W1H7QA,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,88200,82692.30769,110000,58500
4262,W1H7QF,W,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,3,3,2,4,2,51600,43896.1039,32500,27142.85714
4263,W1H7QN,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,49800,44375,32500,29000
4264,W1H7QP,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,32300,28636.36364,17500,18461.53846
4265,W1H7QQ,W,0,3,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,1,0,1,81400,75882.35294,110000,51666.66667
4266,W1H7QS,W,0,4,0,3,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,1,0,1,58000,51875,42500,33970.58824
4267,W1H7QT,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,61100,53846.15385,42500,35384.61538
4268,W1H7QU,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,61600,54864.86486,42500,35526.31579
4269,W1H7QW,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,30000,26470.58824,17500,17093.02326
4270,W1H7QX,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,88200,82692.30769,110000,58500
4271,W1H7QY,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,54900,49090.90909,32500,32045.45455
4272,W1H7QZ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,32300,28529.41176,17500,18333.33333
4273,W1H7RB,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34300,30500,17500,19583.33333
4274,W1H7RE,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88200,82142.85714,110000,58000
4275,W1H7RF,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,35700,31500,17500,20217.3913
4276,W1H7RH,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,39200,34666.66667,22500,22258.06452
4277,W1H7RL,W,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,37700,33250,22500,21363.63636
4278,W1H7RN,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,37700,33250,22500,21363.63636
4279,W1H7RR,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,31800,27826.08696,17500,17962.96296
4280,W1H7RS,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63800,57500,42500,38333.33333
4281,W1H7RU,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56700,50833.33333,32500,32857.14286
4282,W1H7RW,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,37600,33166.66667,22500,21212.12121
4283,W1H7RY,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,58400,52307.69231,42500,34074.07407
4284,W1H7RZ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27000,23571.42857,17500,15312.5
4285,W1H7SA,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,57200,50250,42500,33409.09091
4286,W1H7SB,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,49800,44375,32500,29000
4287,W1H7SD,W,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,32600,28636.36364,17500,18461.53846
4288,W1H7SE,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,44300,39117.64706,22500,25000
4289,W1H7SF,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,0,47500,42181.81818,32500,27155.17241
4290,W1H7TB,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,42000,36428.57143,22500,22931.03448
4291,W1H7TD,W,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,2,68100,60875,110000,40119.04762
4292,W1H7TE,W,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,2,67500,60434.78261,110000,39565.21739
4293,W1H7TF,W,0,4,0,3,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,1,0,1,74200,67500,110000,45000
4294,W1H7TH,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69500,61666.66667,110000,40833.33333
4295,W1H7TN,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,1,59000,53461.53846,42500,35125
4296,W1H7TP,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,32900,28823.52941,17500,18552.63158
4297,W1H7TT,W,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,88200,82222.22222,110000,58333.33333
4298,W1H7TX,W,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,54300,48431.37255,32500,31538.46154
4299,W1J0AL,W,1,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,3,0,1,2,4,65000,57692.30769,110000,37407.40741
4300,W1J0AN,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,66100,59375,110000,39347.82609
4301,W1J0AP,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,66300,59782.6087,110000,39347.82609
4302,W1J0AR,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,50300,45000,32500,29500
4303,W1J0AS,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71100,64090.90909,110000,42272.72727
4304,W1J0AT,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,69200,61666.66667,110000,40833.33333
4305,W1J0AU,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,53900,46904.7619,32500,30000
4306,W1J0AW,W,1,4,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,1,1,0,1,0,1,0,0,2,79000,72500,110000,49047.61905
4307,W1J0AX,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,48000,42500,32500,26718.75
4308,W1J0AY,W,1,3,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,1,1,0,1,1,1,78700,72631.57895,110000,48571.42857
4309,W1J0AZ,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,1,59200,52000,42500,33518.51852
4310,W1J0DS,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,51000,44666.66667,32500,28333.33333
4311,W1J0DX,W,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,43200,38529.41176,32500,24722.22222
4312,W1J5AX,W,1,4,0,1,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,2,1,2,1,4,79300,72948.71795,110000,49404.7619
4313,W1J5BH,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90100,83333.33333,110000,56000
4314,W1J5BJ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87300,80000,110000,52000
4315,W1J5BL,W,1,4,0,0,0,0,0,0,0,0,0,1,4,1,1,0,1,0,0,0,2,2,3,0,0,4,86200,80000,110000,53620.68966
4316,W1J5BN,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,71300,65833.33333,110000,47857.14286
4317,W1J5BP,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,80900,75000,110000,53181.81818
4318,W1J5BS,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61900,55833.33333,42500,36666.66667
4319,W1J5BU,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38000,34000,22500,21818.18182
4320,W1J5BY,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,3,70200,63478.26087,110000,41956.52174
4321,W1J5DB,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36700,32000,17500,20454.54545
4322,W1J5DE,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,58800,52307.69231,37500,34230.76923
4323,W1J5DG,W,1,4,0,1,1,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,1,1,0,2,1,4,75600,69310.34483,110000,46212.12121
4324,W1J5DJ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,62400,55833.33333,47500,36923.07692
4325,W1J5DL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,2,93700,85000,110000,56923.07692
4326,W1J5DN,W,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,57600,48421.05263,32500,29750
4327,W1J5DQ,W,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,87400,81315.78947,110000,56333.33333
4328,W1J5DR,W,0,5,0,0,0,0,0,0,0,0,0,1,5,1,1,1,1,0,0,0,0,2,3,2,0,4,77500,70526.31579,110000,47272.72727
4329,W1J5DT,W,0,5,0,1,1,0,0,0,0,0,0,1,4,1,1,1,0,0,0,0,0,5,2,2,8,2,64400,57236.84211,47500,37500
4330,W1J5DX,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39400,35000,17500,22500
4331,W1J5EA,W,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,81000,73928.57143,110000,49000
4332,W1J5EF,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68800,64285.71429,110000,46428.57143
4333,W1J5EG,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,83500,78125,110000,53000
4334,W1J5EP,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35200,30500,17500,19583.33333
4335,W1J5EX,W,0,4,1,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,3,4,1,3,4,73400,66320.75472,110000,44166.66667
4336,W1J5HG,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,50600,43214.28571,32500,26333.33333
4337,W1J5HH,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,37300,32500,17500,20454.54545
4338,W1J5HJ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36000,32000,17500,20454.54545
4339,W1J5HL,W,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,52800,47000,32500,30625
4340,W1J5JF,W,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,79700,71111.11111,110000,46363.63636
4341,W1J5JH,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69900,61666.66667,110000,40833.33333
4342,W1J5JN,W,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,88200,82692.30769,110000,58500
4343,W1J5JQ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,4,88200,82575.75758,110000,58653.84615
4344,W1J5JR,W,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,2,0,0,3,63800,57741.93548,47500,38548.3871
4345,W1J5JT,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41700,36764.70588,22500,23421.05263
4346,W1J5JU,W,0,5,1,2,1,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,1,4,4,3,4,5,66800,59610.38961,110000,37884.61538
4347,W1J5JX,W,0,4,0,1,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,2,3,1,4,3,77200,70520.83333,110000,47272.72727
4348,W1J5JY,W,0,6,1,2,1,0,0,0,0,0,0,2,4,1,1,0,0,0,0,0,1,4,4,3,4,5,55900,48977.27273,32500,31021.50538
4349,W1J5LE,W,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,64900,57500,110000,37500
4350,W1J5LF,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,68200,60833.33333,110000,40000
4351,W1J5LL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67300,60000,110000,39166.66667
4352,W1J5LT,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,3,55400,48170.73171,32500,30681.81818
4353,W1J5LX,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84500,76250,110000,51000
4354,W1J5LY,W,0,7,1,3,1,0,1,0,0,0,0,2,4,1,1,0,0,0,0,0,2,5,4,3,4,5,56400,49457.83133,32500,30397.72727
4355,W1J5LZ,W,0,6,1,3,1,0,1,0,0,0,0,1,3,1,1,0,0,0,0,0,2,5,5,3,5,5,55100,48673.46939,32500,31176.47059
4356,W1J5NA,W,0,6,1,3,1,0,1,0,0,0,0,1,3,1,1,0,0,0,0,0,2,5,5,4,5,6,59600,52580.64516,42500,33800
4357,W1J5NB,W,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,62900,56250,37500,36923.07692
4358,W1J5ND,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82900,74000,110000,49000
4359,W1J5NH,W,0,4,0,0,0,0,0,0,0,0,0,1,4,1,1,0,1,0,0,0,1,2,3,2,0,4,73100,66034.48276,110000,43939.39394
4360,W1J5NJ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68500,60833.33333,110000,40000
4361,W1J5NP,W,0,4,1,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,4,2,3,4,78700,72435.89744,110000,48809.52381
4362,W1J5NR,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68500,60833.33333,110000,40000
4363,W1J5NT,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,88100,81666.66667,110000,56500
4364,W1J5NU,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,88200,82692.30769,110000,58500
4365,W1J5NW,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,64600,57058.82353,110000,36388.88889
4366,W1J5NX,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61500,55000,42500,35833.33333
4367,W1J5PA,W,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,43600,35000,17500,19666.66667
4368,W1J5PF,W,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77000,71000,110000,46666.66667
4369,W1J5PU,W,1,4,0,0,0,0,0,0,0,0,0,1,4,1,1,0,1,0,0,0,2,2,3,1,0,3,77900,71206.89655,110000,48030.30303
4370,W1J5PX,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88200,82142.85714,110000,58000
4371,W1J5PY,W,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,3,1,4,4,70000,62327.58621,110000,41500
4372,W1J5QA,W,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,4,2,0,0,2,71500,63913.04348,110000,42391.30435
4373,W1J5QG,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34700,30500,17500,19583.33333
4374,W1J5QN,W,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,81600,75000,110000,51000
4375,W1J5QP,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70400,61666.66667,110000,40833.33333
4376,W1J5RB,W,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,69900,62727.27273,110000,41666.66667
4377,W1J5RF,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,75500,68250,110000,46666.66667
4378,W1J5RG,W,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,34900,30750,22500,19782.6087
4379,W1J5RH,W,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40800,36176.47059,22500,23000
4380,W1J5RQ,W,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,59000,51111.11111,32500,32000
4381,W1J6AS,W,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,45200,41750,32500,29736.84211
4382,W1J6DG,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,57900,52105.26316,32500,34047.61905
4383,W1J6JA,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34700,30500,17500,19583.33333
4384,W1J6LF,W,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32100,28636.36364,17500,18461.53846
4385,W1J6LP,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,58400,52500,32500,34285.71429
4386,W1J6LT,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,33300,29545.45455,17500,19000
4387,W1J6LY,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,52400,46724.13793,32500,30161.29032
4388,W1J6NH,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,52000,49444.44444,37500,35555.55556
4389,W1J6NL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,69800,65833.33333,110000,47857.14286
4390,W1J6NP,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34000,30000,17500,19166.66667
4391,W1J6NR,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,44300,38541.66667,22500,24259.25926
4392,W1J6NS,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34000,30000,17500,19166.66667
4393,W1J6NT,W,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,35555.55556,22500,23000
4394,W1J6NU,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,53600,48571.42857,32500,31875
4395,W1J6NX,W,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72300,64166.66667,110000,43333.33333
4396,W1J6NZ,W,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88200,82142.85714,110000,58000
4397,W1J6PB,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,34100,30000,17500,19166.66667
4398,W1J6PD,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,57800,51923.07692,32500,33928.57143
4399,W1J6QF,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,88200,82142.85714,110000,58000
4400,W1J7AB,W,1,4,0,1,1,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,2,2,2,0,0,4,77700,71041.66667,110000,47592.59259
4401,W1J7AF,W,0,4,1,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,4,4,2,7,6,46100,40041.66667,32500,25217.3913
4402,W1J7AG,W,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6,2,2,12,3,36200,30500,17500,18609.86547
4403,W1J7AH,W,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,32300,28260.86957,17500,18076.92308
4404,W1J7AL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,2,40000,34594.59459,22500,21585.36585
4405,W1J7AP,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55700,50000,27500,32142.85714
4406,W1J7AR,W,0,5,1,2,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,3,4,2,5,4,69300,61666.66667,110000,41216.21622
4407,W1J7AY,W,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34500,30000,17500,19166.66667
4408,W1J7AZ,W,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,88200,82250,110000,58333.33333
4409,W1J7BD,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67900,63571.42857,47500,45714.28571
4410,W1J7BG,W,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,58000,51578.94737,42500,33250
4411,W1J7BT,W,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,66200,59166.66667,110000,39166.66667
4412,W1J7BY,W,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,47800,40714.28571,22500,25294.11765
4413,W1J7BZ,W,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,2,2,62700,55517.24138,42500,35967.74194
4414,W1J7DD,W,1,7,1,3,1,0,1,0,0,0,0,2,4,1,1,0,0,0,0,0,2,4,4,2,6,5,78400,71911.76471,110000,48400
4415,W1J7DE,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,4,33200,29196.42857,17500,18730.15873
4416,W1J7DF,W,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31000,27173.91304,17500,17500
4417,W1J7DG,W,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33400,29090.90909,17500,18461.53846
4418,W1J7DH,W,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,62000,55909.09091,42500,35833.33333
